Location,Trial_Group,Subset,Pedigree,REP,YLD,H2O
LOC4,TG10,TG10B,CHECK1,1,107.8540704,19.74
LOC4,TG10,TG10B,CHECK2,1,126.6528597,23.29
LOC4,TG10,TG10B,CHECK2,2,126.1749243,24.14
LOC4,TG10,TG10B,POP1_IND_119,1,133.0253306,22.98
LOC4,TG10,TG10B,POP1_IND_62,1,103.8712761,19.79
LOC4,TG10,TG10B,POP2_IND_155,1,137.4860602,21.3
LOC4,TG10,TG10B,POP2_IND_42,1,142.1061016,21.33
LOC4,TG10,TG10B,POP2_IND_94,1,106.5795762,22.34
LOC4,TG10,TG10B,POP3_IND_17,1,75.03584515,22.53
LOC4,TG10,TG10B,POP3_IND_59,1,104.1898996,24.07
LOC4,TG10,TG10B,POP3_IND_79,1,67.22956827,19.27
LOC4,TG10,TG10B,POP4_IND_102,1,128.4052892,27.18
LOC4,TG10,TG10B,POP4_IND_210,1,95.42775211,22.54
LOC4,TG10,TG10B,POP4_IND_8,1,129.8390951,20.99
LOC4,TG10,TG10B,POP5_IND_157,1,102.7560937,27.52
LOC4,TG10,TG10B,POP5_IND_197,1,129.3611598,25.75
LOC4,TG10,TG10C,CHECK1,1,134.7777601,19.18
LOC4,TG10,TG10C,CHECK2,1,163.613191,20.61
LOC4,TG10,TG10C,CHECK2,2,182.2526685,19.92
LOC4,TG10,TG10C,POP1_IND_138,1,130.4763422,22.95
LOC4,TG10,TG10C,POP1_IND_75,1,91.44495778,22.45
LOC4,TG10,TG10C,POP2_IND_105,1,154.6917317,24.25
LOC4,TG10,TG10C,POP2_IND_156,1,121.0769476,23.53
LOC4,TG10,TG10C,POP2_IND_54,1,115.0231002,21.92
LOC4,TG10,TG10C,POP3_IND_18,1,124.7411184,20.75
LOC4,TG10,TG10C,POP3_IND_71,1,122.5107535,24.37
LOC4,TG10,TG10C,POP4_IND_111,1,161.7014497,19.63
LOC4,TG10,TG10C,POP4_IND_247,1,123.3073124,23.04
LOC4,TG10,TG10C,POP4_IND_25,1,116.2975944,21.16
LOC4,TG10,TG10C,POP4_IND_49,1,101.9595348,23.51
LOC4,TG10,TG10C,POP5_IND_167,1,98.61398757,26.08
LOC4,TG10,TG10C,POP5_IND_247,1,92.56014019,23.26
LOC4,TG10,TG10D,CHECK1,1,60.06053847,23.59
LOC4,TG10,TG10D,CHECK2,1,145.2923371,20.86
LOC4,TG10,TG10D,CHECK2,2,114.5451649,22.88
LOC4,TG10,TG10D,POP1_IND_32,1,100.5257289,25.86
LOC4,TG10,TG10D,POP1_IND_82,1,,21.25
LOC4,TG10,TG10D,POP2_IND_104,1,85.07248686,28.67
LOC4,TG10,TG10D,POP2_IND_149,1,102.4374701,27.4
LOC4,TG10,TG10D,POP2_IND_208,1,122.19213,21.46
LOC4,TG10,TG10D,POP2_IND_37,1,90.64839892,26.84
LOC4,TG10,TG10D,POP2_IND_4,1,118.8465828,27.6
LOC4,TG10,TG10D,POP2_IND_63,1,86.66560459,28.1
LOC4,TG10,TG10D,POP4_IND_177,1,157.5593436,23.17
LOC4,TG10,TG10D,POP4_IND_50,1,105.3050821,23.17
LOC4,TG10,TG10D,POP5_IND_22,1,112.6334236,25.79
LOC4,TG10,TG10D,POP5_IND_221,1,121.2362594,24.75
LOC4,TG10,TG10D,POP5_IND_95,1,123.1480006,23.8
LOC4,TG10,TG10E,CHECK1,1,86.0283575,24.58
LOC4,TG10,TG10E,CHECK2,1,131.9101482,21.66
LOC4,TG10,TG10E,CHECK2,2,158.9931496,22.16
LOC4,TG10,TG10E,POP1_IND_33,1,121.5548829,27.17
LOC4,TG10,TG10E,POP1_IND_84,1,138.4419309,24.36
LOC4,TG10,TG10E,POP2_IND_106,1,87.14353991,28.37
LOC4,TG10,TG10E,POP2_IND_154,1,103.5526525,29.34
LOC4,TG10,TG10E,POP2_IND_38,1,97.97674048,31.1
LOC4,TG10,TG10E,POP2_IND_5,1,90.48908714,26.69
LOC4,TG10,TG10E,POP2_IND_68,1,116.7755297,25.25
LOC4,TG10,TG10E,POP3_IND_13,1,108.0133822,25.53
LOC4,TG10,TG10E,POP4_IND_178,1,171.7380914,27.14
LOC4,TG10,TG10E,POP4_IND_51,1,77.42552175,24.9
LOC4,TG10,TG10E,POP5_IND_228,1,78.8593277,30.19
LOC4,TG10,TG10E,POP5_IND_28,1,85.23179863,27.94
LOC4,TG10,TG10E,POP5_IND_98,1,105.4643938,27.02
LOC4,TG11,TG11A,CHECK1,1,146.088896,21.41
LOC4,TG11,TG11A,CHECK2,1,156.2848495,22.98
LOC4,TG11,TG11A,CHECK2,2,151.9834316,24.41
LOC4,TG11,TG11A,POP1_IND_36,1,134.6184483,24.29
LOC4,TG11,TG11A,POP1_IND_86,1,154.0544846,26.13
LOC4,TG11,TG11A,POP2_IND_108,1,110.0844352,23.72
LOC4,TG11,TG11A,POP2_IND_157,1,132.2287717,25.09
LOC4,TG11,TG11A,POP2_IND_39,1,146.088896,25.5
LOC4,TG11,TG11A,POP2_IND_6,1,122.3514418,25.48
LOC4,TG11,TG11A,POP2_IND_69,1,133.5032659,24.91
LOC4,TG11,TG11A,POP3_IND_33,1,153.4172375,25.17
LOC4,TG11,TG11A,POP4_IND_185,1,147.8413255,25.99
LOC4,TG11,TG11A,POP4_IND_52,1,159.4710849,24.57
LOC4,TG11,TG11A,POP5_IND_101,1,150.8682492,26.51
LOC4,TG11,TG11A,POP5_IND_250,1,174.127768,22.1
LOC4,TG11,TG11A,POP5_IND_37,1,125.3783655,24.39
LOC4,TG11,TG11B,CHECK1,1,85.23179863,23.19
LOC4,TG11,TG11B,CHECK2,1,130.1577187,22.76
LOC4,TG11,TG11B,CHECK2,2,90.64839892,24.97
LOC4,TG11,TG11B,POP1_IND_37,1,119.8024534,23.06
LOC4,TG11,TG11B,POP1_IND_89,1,136.6895014,24.7
LOC4,TG11,TG11B,POP2_IND_110,1,132.0694599,25.77
LOC4,TG11,TG11B,POP2_IND_159,1,109.1285646,28.68
LOC4,TG11,TG11B,POP2_IND_40,1,91.76358133,29.54
LOC4,TG11,TG11B,POP2_IND_7,1,89.37390473,24.02
LOC4,TG11,TG11B,POP2_IND_70,1,99.72916999,24.69
LOC4,TG11,TG11B,POP3_IND_48,1,105.9423291,26.78
LOC4,TG11,TG11B,POP4_IND_190,1,107.0575116,29.24
LOC4,TG11,TG11B,POP4_IND_53,1,156.603473,22.9
LOC4,TG11,TG11B,POP5_IND_103,1,118.8465828,25.23
LOC4,TG11,TG11B,POP5_IND_253,1,101.1629759,24.81
LOC4,TG11,TG11B,POP5_IND_45,1,105.4643938,27.03
LOC4,TG11,TG11C,CHECK1,1,140.3536721,24
LOC4,TG11,TG11C,CHECK2,1,156.1255377,26.46
LOC4,TG11,TG11C,CHECK2,2,146.7261431,22.1
LOC4,TG11,TG11C,POP1_IND_49,1,131.1135893,26.61
LOC4,TG11,TG11C,POP1_IND_93,1,113.2706707,24.32
LOC4,TG11,TG11C,POP2_IND_11,1,129.8390951,26.04
LOC4,TG11,TG11C,POP2_IND_111,1,132.0694599,26.91
LOC4,TG11,TG11C,POP2_IND_163,1,140.6722957,27.73
LOC4,TG11,TG11C,POP2_IND_43,1,125.3783655,24.98
LOC4,TG11,TG11C,POP2_IND_72,1,152.3020551,25.74
LOC4,TG11,TG11C,POP3_IND_50,1,144.9737136,26.13
LOC4,TG11,TG11C,POP4_IND_192,1,121.3955711,23.19
LOC4,TG11,TG11C,POP4_IND_64,1,116.9348415,21.21
LOC4,TG11,TG11C,POP5_IND_110,1,144.3364665,24.89
LOC4,TG11,TG11C,POP5_IND_261,1,104.8271467,25.32
LOC4,TG11,TG11C,POP5_IND_46,1,142.9026605,24.12
LOC4,TG11,TG11D,CHECK1,1,101.9595348,22.86
LOC4,TG11,TG11D,CHECK2,1,164.4097499,23.27
LOC4,TG11,TG11D,CHECK2,2,114.0672296,23.19
LOC4,TG11,TG11D,POP1_IND_54,1,99.25123467,24.35
LOC4,TG11,TG11D,POP1_IND_94,1,122.8293771,21.76
LOC4,TG11,TG11D,POP2_IND_113,1,120.758324,28.29
LOC4,TG11,TG11D,POP2_IND_164,1,127.2901067,24.4
LOC4,TG11,TG11D,POP2_IND_17,1,81.40831608,25.93
LOC4,TG11,TG11D,POP2_IND_46,1,106.5795762,22.33
LOC4,TG11,TG11D,POP2_IND_79,1,120.5990123,27.02
LOC4,TG11,TG11D,POP3_IND_53,1,93.19738729,25.63
LOC4,TG11,TG11D,POP4_IND_197,1,145.9295842,24.18
LOC4,TG11,TG11D,POP4_IND_72,1,95.42775211,23.47
LOC4,TG11,TG11D,POP5_IND_143,1,114.8637884,25.77
LOC4,TG11,TG11D,POP5_IND_264,1,159.3117731,25.39
LOC4,TG11,TG11D,POP5_IND_52,1,164.4097499,22.57
LOC4,TG11,TG11E,CHECK1,1,134.140513,25.99
LOC4,TG11,TG11E,CHECK2,1,145.6109607,23.5
LOC4,TG11,TG11E,CHECK2,2,166.0028676,23.94
LOC4,TG11,TG11E,POP1_IND_56,1,123.7852477,21.16
LOC4,TG11,TG11E,POP1_IND_95,1,149.2751314,22.88
LOC4,TG11,TG11E,POP2_IND_114,1,132.3880835,25.57
LOC4,TG11,TG11E,POP2_IND_170,1,131.1135893,25.8
LOC4,TG11,TG11E,POP2_IND_19,1,177.3140035,26.56
LOC4,TG11,TG11E,POP2_IND_48,1,174.4463916,26.31
LOC4,TG11,TG11E,POP2_IND_85,1,166.6401147,29.68
LOC4,TG11,TG11E,POP3_IND_65,1,143.3805958,24.57
LOC4,TG11,TG11E,POP4_IND_213,1,130.9542775,20.39
LOC4,TG11,TG11E,POP4_IND_97,1,90.1704636,22.77
LOC4,TG11,TG11E,POP5_IND_149,1,151.5054963,24.94
LOC4,TG11,TG11E,POP5_IND_55,1,172.6939621,23.87
LOC4,TG12,TG12A,CHECK1,1,110.5623706,23.23
LOC4,TG12,TG12A,CHECK2,1,93.19738729,26.02
LOC4,TG12,TG12A,CHECK2,2,112.7927354,24.52
LOC4,TG12,TG12A,POP1_IND_110,1,136.6895014,25.24
LOC4,TG12,TG12A,POP1_IND_65,1,102.2781584,27.2
LOC4,TG12,TG12A,POP2_IND_119,1,173.0125856,27.05
LOC4,TG12,TG12A,POP2_IND_176,1,141.6281663,27.81
LOC4,TG12,TG12A,POP2_IND_21,1,107.8540704,26.16
LOC4,TG12,TG12A,POP2_IND_49,1,150.0716903,30
LOC4,TG12,TG12A,POP2_IND_87,1,137.3267485,26.95
LOC4,TG12,TG12A,POP3_IND_67,1,136.211566,24.3
LOC4,TG12,TG12A,POP4_IND_222,1,126.8121714,26.83
LOC4,TG12,TG12A,POP4_IND_99,1,102.2781584,23.89
LOC4,TG12,TG12A,POP5_IND_155,1,107.2168233,30.92
LOC4,TG12,TG12A,POP5_IND_274,1,131.2729011,24.58
LOC4,TG12,TG12A,POP5_IND_61,1,142.584037,26.49
LOC4,TG12,TG12B,CHECK1,1,171.5787797,22.18
LOC4,TG12,TG12B,CHECK2,1,142.7433487,24.85
LOC4,TG12,TG12B,CHECK2,2,135.2556954,23.88
LOC4,TG12,TG12B,POP1_IND_111,1,154.0544846,26.07
LOC4,TG12,TG12B,POP1_IND_68,1,118.5279592,26.05
LOC4,TG12,TG12B,POP2_IND_121,1,176.6767564,25.97
LOC4,TG12,TG12B,POP2_IND_177,1,169.5077266,26.27
LOC4,TG12,TG12B,POP2_IND_22,1,171.8974032,28.85
LOC4,TG12,TG12B,POP2_IND_51,1,108.6506293,28.46
LOC4,TG12,TG12B,POP2_IND_90,1,136.211566,26.04
LOC4,TG12,TG12B,POP4_IND_104,1,155.9662259,28.15
LOC4,TG12,TG12B,POP4_IND_17,1,119.1652063,23.98
LOC4,TG12,TG12B,POP4_IND_225,1,175.7208858,25.54
LOC4,TG12,TG12B,POP5_IND_161,1,114.0672296,24.24
LOC4,TG12,TG12B,POP5_IND_276,1,169.3484149,25.87
LOC4,TG12,TG12B,POP5_IND_64,1,132.3880835,24.83
LOC4,TG12,TG12C,CHECK1,1,116.2975944,23.42
LOC4,TG12,TG12C,CHECK2,1,186.2354628,24.06
LOC4,TG12,TG12C,CHECK2,2,139.079178,23.81
LOC4,TG12,TG12C,POP1_IND_115,1,128.7239127,28.26
LOC4,TG12,TG12C,POP1_IND_69,1,99.72916999,26.36
LOC4,TG12,TG12C,POP2_IND_123,1,118.2093357,28.89
LOC4,TG12,TG12C,POP2_IND_183,1,136.211566,22.44
LOC4,TG12,TG12C,POP2_IND_25,1,144.4957782,26.42
LOC4,TG12,TG12C,POP2_IND_52,1,127.6087303,26.17
LOC4,TG12,TG12C,POP2_IND_95,1,141.6281663,26.87
LOC4,TG12,TG12C,POP4_IND_107,1,76.46965111,21.52
LOC4,TG12,TG12C,POP4_IND_20,1,133.9812012,25.98
LOC4,TG12,TG12C,POP4_IND_231,1,101.0036642,25.23
LOC4,TG12,TG12C,POP5_IND_164,1,152.6206787,28
LOC4,TG12,TG12C,POP5_IND_74,1,128.2459774,25.66
LOC4,TG12,TG12D,CHECK1,1,165.046997,23.34
LOC4,TG12,TG12D,CHECK2,1,133.8218894,24.95
LOC4,TG12,TG12D,CHECK2,2,184.1644098,22.82
LOC4,TG12,TG12D,POP1_IND_135,1,130.635654,25.87
LOC4,TG12,TG12D,POP1_IND_70,1,100.6850406,24.62
LOC4,TG12,TG12D,POP2_IND_137,1,115.9789709,27.8
LOC4,TG12,TG12D,POP2_IND_188,1,156.1255377,25.67
LOC4,TG12,TG12D,POP2_IND_29,1,158.8338378,28.76
LOC4,TG12,TG12D,POP2_IND_55,1,101.9595348,25.73
LOC4,TG12,TG12D,POP2_IND_99,1,140.6722957,28.07
LOC4,TG12,TG12D,POP4_IND_119,1,131.7508364,20.13
LOC4,TG12,TG12D,POP4_IND_23,1,130.4763422,21.45
LOC4,TG12,TG12D,POP4_IND_233,1,192.448622,24.44
LOC4,TG12,TG12D,POP5_IND_170,1,160.5862673,26.95
LOC4,TG12,TG12D,POP5_IND_295,1,164.8876852,26.22
LOC4,TG12,TG12D,POP5_IND_76,1,131.4322128,25.74
LOC4,TG12,TG12E,CHECK1,1,131.1135893,25.74
LOC4,TG12,TG12E,CHECK2,1,145.2923371,24.66
LOC4,TG12,TG12E,CHECK2,2,143.6992194,23.58
LOC4,TG12,TG12E,POP1_IND_74,1,148.3192608,22.64
LOC4,TG12,TG12E,POP2_IND_100,1,141.6281663,29.06
LOC4,TG12,TG12E,POP2_IND_139,1,126.4935479,27.53
LOC4,TG12,TG12E,POP2_IND_189,1,124.9004301,28.28
LOC4,TG12,TG12E,POP2_IND_30,1,150.8682492,28.5
LOC4,TG12,TG12E,POP2_IND_58,1,113.2706707,27.41
LOC4,TG12,TG12E,POP4_IND_140,1,146.4075195,29.41
LOC4,TG12,TG12E,POP4_IND_243,1,122.8293771,24.06
LOC4,TG12,TG12E,POP4_IND_31,1,148.4785726,22.54
LOC4,TG12,TG12E,POP5_IND_1,1,164.0911263,26.41
LOC4,TG12,TG12E,POP5_IND_180,1,146.2482077,27.67
LOC4,TG12,TG12E,POP5_IND_302,1,158.1965907,24.57
LOC4,TG12,TG12E,POP5_IND_87,1,185.7575275,26.67
LOC4,TG13,TG13A,CHECK1,1,126.3342361,25.14
LOC4,TG13,TG13A,CHECK2,1,138.9198662,26.57
LOC4,TG13,TG13A,CHECK2,2,130.4763422,21.05
LOC4,TG13,TG13A,POP1_IND_23,1,145.1330253,23.95
LOC4,TG13,TG13A,POP2_IND_101,1,131.5915246,25.64
LOC4,TG13,TG13A,POP2_IND_145,1,154.53242,30.15
LOC4,TG13,TG13A,POP2_IND_192,1,133.8218894,28.28
LOC4,TG13,TG13A,POP2_IND_32,1,82.68281026,25.92
LOC4,TG13,TG13A,POP2_IND_59,1,154.53242,25.75
LOC4,TG13,TG13A,POP4_IND_148,1,109.9251235,20.45
LOC4,TG13,TG13A,POP4_IND_32,1,117.0941533,24.03
LOC4,TG13,TG13A,POP5_IND_199,1,124.4224948,29.32
LOC4,TG13,TG13A,POP5_IND_304,1,119.6431416,26.49
LOC4,TG13,TG13A,POP5_IND_4,1,141.6281663,27.98
LOC4,TG13,TG13A,POP5_IND_90,1,127.130795,27.01
LOC4,TG13,TG13B,CHECK1,1,135.4150072,25.28
LOC4,TG13,TG13B,CHECK2,1,113.9079178,25.54
LOC4,TG13,TG13B,CHECK2,2,110.4030588,25.41
LOC4,TG13,TG13B,POP1_IND_25,1,142.584037,20.84
LOC4,TG13,TG13B,POP1_IND_81,1,152.3020551,26.43
LOC4,TG13,TG13B,POP2_IND_102,1,116.9348415,30.32
LOC4,TG13,TG13B,POP2_IND_148,1,196.2721045,27.7
LOC4,TG13,TG13B,POP2_IND_202,1,138.2826191,29.48
LOC4,TG13,TG13B,POP2_IND_36,1,102.2781584,26.79
LOC4,TG13,TG13B,POP2_IND_61,1,147.6820137,29.65
LOC4,TG13,TG13B,POP4_IND_171,1,95.10912857,29.09
LOC4,TG13,TG13B,POP4_IND_47,1,128.2459774,27.28
LOC4,TG13,TG13B,POP5_IND_18,1,151.5054963,28.04
LOC4,TG13,TG13B,POP5_IND_212,1,140.1943604,25.72
LOC4,TG13,TG13B,POP5_IND_316,1,168.8704795,26.46
LOC4,TG13,TG13B,POP5_IND_93,1,148.4785726,26.73
LOC5,TG01,TG01A,CHECK1,1,175.8801976,20.96
LOC5,TG01,TG01A,CHECK2,1,155.0103553,19.6
LOC5,TG01,TG01A,CHECK2,2,182.2526685,18.84
LOC5,TG01,TG01A,POP1_IND_16,1,180.0223037,25.8
LOC5,TG01,TG01A,POP1_IND_38,1,165.2063088,21.42
LOC5,TG01,TG01A,POP1_IND_48,1,188.9437629,21.19
LOC5,TG01,TG01A,POP1_IND_75,1,206.7866815,22.6
LOC5,TG01,TG01A,POP1_IND_77,1,118.0500239,17.92
LOC5,TG01,TG01A,POP1_IND_87,1,144.8144018,22.95
LOC5,TG01,TG01A,POP1_IND_9,1,154.53242,21.68
LOC5,TG01,TG01A,POP2_IND_118,1,240.4014657,20.01
LOC5,TG01,TG01A,POP2_IND_168,1,209.3356699,22.94
LOC5,TG01,TG01A,POP2_IND_31,1,223.992353,21.89
LOC5,TG01,TG01A,POP2_IND_50,1,169.1891031,16.98
LOC5,TG01,TG01A,POP3_IND_8,1,155.169667,23.61
LOC5,TG01,TG01B,CHECK1,1,193.7231161,21.77
LOC5,TG01,TG01B,CHECK2,1,192.2893102,19.24
LOC5,TG01,TG01B,CHECK2,2,210.4508523,21.07
LOC5,TG01,TG01B,CHECK2,3,190.6961925,19.87
LOC5,TG01,TG01B,CHECK2,4,202.0073283,19.58
LOC5,TG01,TG01B,POP4_IND_101,1,166.7994265,18.1
LOC5,TG01,TG01B,POP4_IND_11,1,125.0597419,20.64
LOC5,TG01,TG01B,POP4_IND_121,1,195.4755456,19.47
LOC5,TG01,TG01B,POP4_IND_154,1,149.593755,17.07
LOC5,TG01,TG01B,POP4_IND_176,1,97.81742871,17.12
LOC5,TG01,TG01B,POP4_IND_187,1,159.3117731,18.88
LOC5,TG01,TG01B,POP4_IND_188,1,79.4965748,19.47
LOC5,TG01,TG01B,POP4_IND_202,1,177.3140035,18.59
LOC5,TG01,TG01B,POP4_IND_220,1,177.7919388,23.13
LOC5,TG01,TG01B,POP4_IND_241,1,148.159949,20.38
LOC5,TG01,TG01B,POP4_IND_25,1,180.9781743,19.6
LOC5,TG01,TG01B,POP4_IND_7,1,181.6154214,21.68
LOC5,TG01,TG01B,POP4_IND_84,1,153.2579258,17.43
LOC5,TG01,TG01B,POP5_IND_14,1,155.8069141,18.49
LOC5,TG01,TG01B,POP5_IND_42,1,155.169667,19.59
LOC5,TG01,TG01B,POP5_IND_82,1,157.4000319,21.69
LOC5,TG02,TG02A,CHECK1,1,102.9154055,19.23
LOC5,TG02,TG02A,CHECK2,1,126.6528597,18.56
LOC5,TG02,TG02A,CHECK2,2,197.0686634,18.28
LOC5,TG02,TG02A,POP1_IND_27,1,142.7433487,18.21
LOC5,TG02,TG02A,POP1_IND_30,1,198.8210929,18.67
LOC5,TG02,TG02A,POP1_IND_4,1,124.9004301,19.24
LOC5,TG02,TG02A,POP1_IND_40,1,161.3828262,15.7
LOC5,TG02,TG02A,POP1_IND_50,1,191.014816,18.61
LOC5,TG02,TG02A,POP1_IND_51,1,185.1202804,21.13
LOC5,TG02,TG02A,POP1_IND_60,1,89.53321651,19.54
LOC5,TG02,TG02A,POP1_IND_61,1,134.2998248,19.25
LOC5,TG02,TG02A,POP1_IND_7,1,129.201848,20.06
LOC5,TG02,TG02A,POP1_IND_72,1,185.2795922,19.08
LOC5,TG02,TG02B,CHECK1,1,183.8457862,16.65
LOC5,TG02,TG02B,CHECK2,1,106.2609527,18.86
LOC5,TG02,TG02B,CHECK2,2,124.5818066,19.49
LOC5,TG02,TG02B,POP1_IND_107,1,90.48908714,18.26
LOC5,TG02,TG02B,POP1_IND_108,1,166.6401147,19.06
LOC5,TG02,TG02B,POP1_IND_109,1,117.4127768,17.49
LOC5,TG02,TG02B,POP1_IND_127,1,144.9737136,17.86
LOC5,TG02,TG02B,POP1_IND_130,1,91.12633424,19.98
LOC5,TG02,TG02B,POP1_IND_90,1,141.9467899,18.54
LOC5,TG02,TG02B,POP1_IND_98,1,156.4441612,19.4
LOC5,TG02,TG02B,POP2_IND_105,1,155.8069141,22.52
LOC5,TG02,TG02B,POP2_IND_186,1,129.201848,22.94
LOC5,TG02,TG02B,POP2_IND_44,1,116.9348415,19.73
LOC5,TG02,TG02B,POP2_IND_57,1,114.7044767,19.88
LOC5,TG02,TG02B,POP2_IND_92,1,164.4097499,22.21
LOC5,TG02,TG02B,POP2_IND_98,1,179.8629919,18.64
LOC5,TG02,TG02B,POP4_IND_22,1,114.0672296,14.49
LOC5,TG02,TG02B,POP4_IND_27,1,102.9154055,19.49
LOC5,TG02,TG02B,POP4_IND_3,1,60.53847379,17.13
LOC5,TG02,TG02B,POP4_IND_33,1,147.2040784,16.92
LOC5,TG02,TG02B,POP4_IND_40,1,134.140513,16.05
LOC5,TG02,TG02B,POP4_IND_44,1,91.9228931,19.88
LOC5,TG02,TG02C,CHECK1,1,190.3775689,16.25
LOC5,TG02,TG02C,CHECK2,1,191.9706866,19.27
LOC5,TG02,TG02C,CHECK2,2,182.2526685,17.12
LOC5,TG02,TG02C,POP4_IND_110,1,152.6206787,15.96
LOC5,TG02,TG02C,POP4_IND_113,1,123.1480006,13.99
LOC5,TG02,TG02C,POP4_IND_117,1,145.6109607,15.6
LOC5,TG02,TG02C,POP4_IND_141,1,157.7186554,16
LOC5,TG02,TG02C,POP4_IND_153,1,153.7358611,17.42
LOC5,TG02,TG02C,POP4_IND_156,1,145.1330253,16.41
LOC5,TG02,TG02C,POP4_IND_157,1,143.6992194,19.01
LOC5,TG02,TG02C,POP4_IND_163,1,165.046997,17.43
LOC5,TG02,TG02C,POP4_IND_182,1,126.4935479,16.73
LOC5,TG02,TG02C,POP4_IND_56,1,159.9490202,17.96
LOC5,TG02,TG02C,POP4_IND_63,1,172.2160268,16.92
LOC5,TG02,TG02C,POP4_IND_67,1,166.0028676,17.19
LOC5,TG02,TG02C,POP4_IND_69,1,157.7186554,16.31
LOC5,TG02,TG02C,POP4_IND_71,1,127.9273538,18.82
LOC5,TG02,TG02C,POP4_IND_79,1,170.3042855,18
LOC5,TG02,TG02C,POP4_IND_83,1,151.5054963,15.88
LOC5,TG02,TG02C,POP4_IND_87,1,165.8435558,15.54
LOC5,TG02,TG02D,CHECK1,1,161.7014497,17.76
LOC5,TG02,TG02D,CHECK1,2,172.6939621,17.42
LOC5,TG02,TG02D,CHECK2,1,191.6520631,17.43
LOC5,TG02,TG02D,CHECK2,2,119.9617652,18.22
LOC5,TG02,TG02D,CHECK2,3,161.0642026,16.96
LOC5,TG02,TG02D,CHECK2,4,157.4000319,16.02
LOC5,TG02,TG02D,POP4_IND_198,1,77.58483352,16.95
LOC5,TG02,TG02D,POP4_IND_209,1,82.36418671,20.81
LOC5,TG02,TG02D,POP5_IND_132,1,140.9909192,17.18
LOC5,TG02,TG02D,POP5_IND_140,1,126.6528597,19.26
LOC5,TG02,TG02D,POP5_IND_196,1,157.7186554,17.39
LOC5,TG02,TG02D,POP5_IND_201,1,170.622909,18.21
LOC5,TG02,TG02D,POP5_IND_233,1,123.1480006,18.53
LOC5,TG02,TG02D,POP5_IND_238,1,167.9146089,21.48
LOC5,TG02,TG02D,POP5_IND_39,1,159.9490202,19.47
LOC5,TG02,TG02D,POP5_IND_48,1,158.9931496,16.45
LOC5,TG02,TG02D,POP5_IND_78,1,166.7994265,19.67
LOC5,TG02,TG02D,POP5_IND_9,1,78.70001593,20.01
LOC5,TG04,TG04A,CHECK1,1,146.088896,19.55
LOC5,TG04,TG04A,CHECK1,2,234.9848654,19.46
LOC5,TG04,TG04A,CHECK1,3,151.3461845,18.4
LOC5,TG04,TG04A,CHECK2,1,196.1127927,19.01
LOC5,TG04,TG04A,CHECK2,2,177.7919388,19.73
LOC5,TG04,TG04A,CHECK2,3,121.8735065,19.27
LOC5,TG04,TG04A,POP2_IND_92,1,178.4291859,23.84
LOC5,TG04,TG04B,CHECK1,1,227.0192767,19.07
LOC5,TG04,TG04B,CHECK1,2,220.6468058,18.28
LOC5,TG04,TG04B,CHECK2,1,194.519675,19.88
LOC5,TG04,TG04B,CHECK2,2,228.6123945,19.06
LOC5,TG04,TG04B,CHECK2,3,191.014816,19.53
LOC5,TG04,TG04B,POP4_IND_221,1,165.046997,16.78
LOC5,TG04,TG04B,POP5_IND_42,1,208.8577346,17.77
LOC5,TG04,TG04C,CHECK1,1,220.1688705,19.63
LOC5,TG04,TG04C,CHECK1,2,255.5360841,19.43
LOC5,TG04,TG04C,CHECK2,1,226.7006532,18.29
LOC5,TG04,TG04C,CHECK2,2,187.9878923,17.35
LOC5,TG04,TG04C,CHECK2,3,241.8352716,19.75
LOC5,TG04,TG04C,POP1_IND_120,1,209.0170464,18.26
LOC5,TG04,TG04C,POP1_IND_50,1,224.4702884,18.77
LOC5,TG04,TG04C,POP4_IND_1,1,165.2063088,17.6
LOC5,TG04,TG04C,POP5_IND_83,1,239.6049068,23.14
LOC5,TG04,TG04D,CHECK1,1,171.5787797,19.04
LOC5,TG04,TG04D,CHECK2,1,165.8435558,18.8
LOC5,TG04,TG04D,CHECK2,2,130.9542775,18.18
LOC5,TG04,TG04D,POP5_IND_227,1,209.8136052,18.02
LOC5,TG04,TG04E,CHECK1,1,218.8943763,20.79
LOC5,TG04,TG04E,CHECK1,2,223.1957942,18.39
LOC5,TG04,TG04E,CHECK2,1,201.6887048,19.67
LOC5,TG04,TG04E,CHECK2,2,216.8233232,19.36
LOC5,TG04,TG04E,POP1_IND_28,1,191.9706866,21.46
LOC5,TG04,TG04E,POP2_IND_91,1,185.7575275,18.29
LOC5,TG04,TG04E,POP5_IND_319,1,209.0170464,19.81
LOC5,TG05,TG05A,CHECK1,1,83.32005735,23.33
LOC5,TG05,TG05A,CHECK2,1,63.24677394,22.36
LOC5,TG05,TG05A,POP1_IND_139,1,87.46216345,20.12
LOC5,TG05,TG05A,POP1_IND_51,1,94.63119325,20.07
LOC5,TG05,TG05A,POP2_IND_200,1,,24.85
LOC5,TG05,TG05A,POP4_IND_125,1,88.09941055,16.66
LOC5,TG05,TG05A,POP4_IND_167,1,86.50629282,17.89
LOC5,TG05,TG05A,POP4_IND_203,1,95.58706388,17.82
LOC5,TG05,TG05A,POP4_IND_246,1,90.32977537,20.77
LOC5,TG05,TG05A,POP4_IND_26,1,113.1113589,20.64
LOC5,TG05,TG05A,POP4_IND_81,1,74.7172216,21.56
LOC5,TG05,TG05A,POP5_IND_163,1,64.83989167,17.98
